"Data Structures","Algorithms","Operating Systems","Computer Networks","Database Management","Object Oriented Programming","Computer Architecture","Discrete Mathematics","Theory of Computation","Compiler Design","Artificial Intelligence","Machine Learning","Deep Learning","Computer Graphics","Software Engineering","Web Development","Mobile App Development","Cybersecurity","Cryptography","Cloud Computing","Distributed Systems","Parallel Computing","Natural Language Processing","Computer Vision","Robotics","Embedded Systems","Digital Logic Design","Microprocessors","Linear Algebra","Probability and Statistics","Numerical Methods","Information Theory","Data Mining","Big Data Analytics","Internet of Things","Blockchain Technology","Human Computer Interaction","Software Testing","DevOps","API Design and Development","Data Visualization","Network Security","Digital Signal Processing","Image Processing","Programming Languages","Functional Programming","System Programming","Game Development","Quantum Computing","Bioinformatics","Ethical Hacking","Formal Methods","Graph Theory","Advanced Algorithms","Computer Ethics"
60,45,81,58,84,89,71,62,30,65,42,66,81,53,74,82,83,66,75,67,62,75,71,62,69,63,62,42,73,48,37,59,76,70,68,85,78,75,81,74,74,100,78,50,54,74,55,75,78,60,80,60,37,73,79
78,75,75,47,73,95,69,30,77,53,56,42,55,72,66,58,76,66,48,98,44,76,78,51,72,61,84,50,30,66,40,74,77,57,67,67,71,68,54,59,57,67,72,87,65,50,52,76,87,85,75,43,65,87,79
100,53,64,80,63,71,37,70,61,45,76,78,60,67,73,86,75,66,59,60,67,42,75,79,72,90,81,83,73,66,61,45,69,100,69,57,66,80,68,85,95,58,71,78,75,76,49,71,53,67,73,43,64,26,95
69,78,86,81,82,76,39,69,78,74,63,87,50,50,80,73,82,53,65,59,45,49,73,84,81,72,76,97,81,84,21,65,60,78,72,77,78,89,81,57,84,57,43,68,60,55,68,70,59,52,81,54,53,79,73
72,83,72,59,64,60,68,40,43,83,63,67,67,64,66,74,75,76,64,80,49,53,50,86,67,76,84,53,58,37,70,56,57,65,72,56,72,64,65,67,65,82,58,54,64,81,58,74,53,23,77,62,73,66,70
56,49,45,79,73,83,70,68,79,63,44,67,95,76,82,56,66,71,100,76,62,68,46,68,77,68,62,45,48,64,64,61,63,51,74,57,70,79,69,74,66,70,71,79,77,85,64,78,55,66,68,56,69,51,85
68,53,65,56,76,72,72,60,75,47,61,85,62,67,61,89,62,70,73,67,44,76,73,68,47,58,61,38,66,71,57,66,74,59,76,67,89,69,56,86,79,52,34,78,69,70,71,73,64,63,72,14,54,66,96
74,59,95,74,73,83,66,77,79,69,87,59,87,64,60,79,65,76,60,63,75,40,59,71,68,57,59,32,68,63,84,100,70,66,65,84,71,78,57,69,85,24,60,64,63,63,72,68,20,60,84,28,51,57,68
71,78,54,71,68,74,57,70,50,23,67,81,45,79,81,83,77,73,43,81,67,61,64,55,52,64,64,58,77,83,64,57,61,67,76,75,72,94,76,76,70,76,80,66,84,61,53,81,33,35,72,73,75,54,80
50,40,58,53,83,65,53,55,72,51,88,83,82,67,79,78,61,63,66,51,63,33,68,73,65,65,64,73,69,75,90,53,70,71,76,76,88,62,69,72,79,83,71,75,71,56,73,86,63,59,83,45,61,57,92
94,60,89,71,77,64,35,49,47,66,90,46,49,67,87,87,62,84,75,69,46,34,55,61,70,76,79,66,53,67,65,38,76,86,56,51,74,72,49,87,68,79,61,55,80,63,73,73,96,70,79,48,53,24,80
78,52,76,59,69,80,73,54,82,64,93,89,57,57,92,72,82,61,65,56,63,86,82,62,67,71,72,66,80,70,61,46,76,70,87,88,80,73,78,65,79,84,46,69,92,84,58,77,43,45,51,58,54,60,62
56,67,92,63,66,63,36,86,58,41,62,61,73,64,79,71,79,73,81,51,72,55,69,68,65,53,74,62,55,41,57,80,73,77,80,75,72,68,81,67,81,83,66,55,71,39,53,72,53,65,75,54,70,73,84
85,88,56,84,69,97,73,75,59,30,56,64,49,67,76,89,51,60,74,79,55,76,58,65,58,80,56,75,79,49,59,86,83,76,70,89,82,79,66,75,83,83,69,88,78,61,61,68,62,66,86,75,70,58,80
74,58,87,54,72,89,69,37,30,73,80,73,50,54,91,78,70,68,96,70,81,69,49,29,79,56,67,53,85,44,82,64,65,63,61,49,73,76,80,67,77,80,41,56,65,71,66,92,73,78,65,85,64,41,81
54,44,62,96,64,67,72,58,57,75,72,86,79,52,88,79,56,52,65,54,66,45,63,44,67,69,75,49,58,61,73,64,80,69,86,81,78,61,54,66,78,59,70,54,50,66,78,95,68,62,74,53,86,89,81
70,68,59,73,73,88,92,87,83,93,87,63,58,63,69,97,76,44,45,89,88,81,65,81,62,61,76,56,29,62,65,88,65,65,69,44,63,96,61,55,68,48,71,62,58,92,83,81,40,69,65,70,54,69,80
63,77,68,47,77,69,77,73,76,45,84,68,61,57,84,91,71,82,47,59,68,57,60,62,68,45,73,66,50,54,58,42,70,78,55,68,72,64,58,72,76,69,70,78,84,59,78,56,40,59,68,59,73,67,88
69,55,61,29,48,52,66,51,68,65,91,77,78,75,73,80,84,70,68,66,80,81,89,63,87,91,67,57,58,58,61,34,74,63,46,52,90,82,60,65,62,55,78,60,89,71,61,68,58,75,59,51,82,59,78
83,67,65,73,74,61,66,35,52,80,71,66,89,71,80,83,70,57,67,60,66,62,47,64,77,75,68,57,58,83,69,90,60,74,66,63,72,69,88,74,73,62,59,48,79,99,70,71,29,79,78,40,64,45,89
69,60,73,58,92,74,51,59,83,50,83,79,88,65,70,82,72,41,54,45,66,76,66,76,91,70,59,42,80,49,87,73,88,79,62,66,74,60,66,78,72,66,63,61,81,62,62,61,77,70,91,40,59,50,80
43,58,65,76,53,76,59,65,67,47,62,79,42,89,83,86,86,84,60,58,67,72,79,57,50,91,73,61,69,92,38,59,78,56,82,51,100,53,61,62,78,76,74,65,58,52,100,86,52,37,61,39,46,79,76
53,74,65,86,72,83,79,29,70,58,93,70,68,68,75,72,60,60,56,77,57,61,85,66,71,51,75,46,65,53,83,49,75,66,70,53,70,66,84,83,65,74,61,71,65,65,67,74,47,93,69,66,55,69,86
89,70,71,74,76,83,31,40,57,92,86,68,77,65,93,81,78,57,55,71,65,80,76,55,61,61,73,75,63,56,88,45,66,81,77,73,95,68,71,74,85,67,66,66,70,89,46,83,47,61,73,88,74,53,93
100,74,47,67,68,76,64,76,59,76,69,81,53,57,93,85,72,69,76,68,44,28,78,49,69,69,81,60,76,83,51,67,61,54,85,70,98,67,69,68,74,66,71,76,64,60,83,48,35,58,48,68,64,69,70
96,36,42,54,69,69,68,57,93,29,85,65,72,81,66,64,70,37,46,89,56,71,67,89,80,67,69,78,51,59,46,68,76,76,76,63,55,94,89,79,73,48,54,73,80,83,71,73,59,70,62,74,68,58,66
51,69,70,64,69,77,75,69,89,51,65,64,64,87,66,68,72,45,71,72,77,25,52,37,56,68,68,79,75,66,69,41,67,86,81,84,75,94,72,75,75,77,89,63,83,50,69,79,77,52,99,46,72,62,89
66,69,70,75,60,70,36,43,59,69,75,71,55,61,77,78,56,70,64,69,68,67,59,56,64,54,72,79,68,82,70,51,54,72,69,65,68,70,71,92,71,53,64,68,78,70,75,70,63,70,56,27,28,32,82
67,51,52,85,82,71,52,64,36,44,88,78,59,72,69,64,63,53,85,69,68,52,71,76,68,57,78,72,50,67,83,65,86,76,60,86,86,63,61,69,86,50,64,62,78,94,76,74,37,57,87,59,44,57,76
68,87,63,49,82,57,63,57,55,59,82,78,87,66,72,76,80,66,71,59,72,68,72,75,56,71,83,63,72,47,69,67,67,57,52,67,75,87,82,83,73,46,50,58,54,62,28,77,63,80,54,71,87,83,78
74,57,69,74,56,88,26,81,78,52,72,39,79,72,88,71,53,93,80,71,77,53,79,54,84,48,51,52,51,53,53,51,59,57,80,60,97,73,52,78,76,85,49,66,61,41,54,82,40,64,81,60,49,57,69
54,60,60,46,69,74,58,44,67,75,68,71,72,55,69,75,50,76,55,58,76,44,93,100,87,66,83,78,46,54,53,56,76,78,86,57,64,86,75,57,75,64,48,45,54,73,85,74,43,62,62,1,63,59,82
54,58,74,64,70,74,82,26,52,73,59,75,84,84,68,89,77,49,59,66,60,71,78,59,66,61,62,67,71,54,55,50,65,80,75,96,91,75,100,94,85,84,75,85,75,32,69,65,29,64,74,69,60,29,73
54,63,74,92,85,87,56,58,62,69,68,91,39,85,78,76,73,82,89,74,63,75,69,76,90,58,77,52,70,78,64,86,72,68,73,62,87,81,81,76,73,71,66,65,77,74,79,54,62,77,72,61,54,69,81
77,61,42,54,72,56,74,58,82,37,86,69,86,55,56,78,75,75,58,93,52,50,69,85,87,59,64,54,71,53,84,37,66,63,71,51,66,60,94,81,79,68,70,49,69,73,74,58,59,66,37,49,56,39,81
52,88,46,70,79,68,52,60,31,61,72,62,74,72,65,63,78,71,63,66,72,50,52,95,68,40,44,73,46,66,64,59,84,75,79,40,73,69,44,60,77,70,76,74,74,64,74,68,37,69,55,48,78,64,78
84,81,77,65,83,70,77,74,51,69,65,74,72,83,86,81,65,70,60,62,89,85,69,74,84,49,90,82,56,59,66,96,44,84,71,50,87,79,78,74,99,77,67,63,55,61,66,65,57,75,67,23,71,55,80
58,52,64,60,71,60,42,49,69,64,70,62,72,60,62,85,71,39,67,81,60,62,81,69,50,68,65,67,82,46,62,74,84,65,71,51,54,82,64,71,78,56,77,50,50,77,64,75,57,63,81,64,55,56,88
63,36,92,68,78,80,55,58,45,52,60,65,62,68,47,72,100,82,76,75,41,78,73,61,82,51,84,68,59,79,46,66,72,76,88,47,76,75,86,51,62,81,41,86,56,24,55,66,80,62,70,46,48,51,83
82,57,58,55,69,78,45,73,61,78,60,65,46,69,81,84,78,52,65,97,91,54,82,74,78,62,69,58,46,46,48,53,75,70,81,70,73,68,56,75,72,76,41,76,59,64,59,57,47,71,89,48,75,62,80
49,63,74,67,74,96,38,56,47,61,72,76,63,95,76,71,64,52,40,82,57,58,65,61,60,78,52,80,58,68,42,75,80,82,71,64,67,81,68,81,89,47,60,68,78,46,65,70,62,53,87,69,43,50,74
69,48,72,55,74,71,70,74,64,48,76,69,58,82,61,64,91,55,59,90,62,68,56,69,66,40,71,50,83,84,61,58,95,59,78,70,69,74,78,86,73,67,66,60,88,61,76,47,58,51,46,61,44,68,79
61,39,27,68,88,68,59,58,56,47,54,50,72,70,70,74,69,72,81,57,65,91,90,50,74,75,59,70,58,62,64,64,64,71,99,56,70,59,68,58,70,61,44,77,53,44,52,68,69,70,80,66,94,60,85
67,40,72,55,78,93,59,43,46,60,51,82,79,70,64,91,71,84,69,80,54,83,59,46,68,52,77,81,61,72,56,79,87,73,74,81,83,87,67,59,73,65,60,84,73,53,94,98,88,73,77,29,69,66,88
78,50,70,73,71,71,54,78,44,50,65,81,43,88,57,93,81,71,54,81,78,42,71,58,64,100,73,100,58,45,49,56,61,60,73,64,67,57,80,88,83,58,43,65,65,91,48,94,32,62,70,75,48,12,97
100,56,48,51,55,81,45,41,82,67,70,47,70,73,85,77,69,60,81,78,54,74,77,46,80,67,55,60,23,94,56,59,70,67,50,76,83,82,53,73,66,76,59,57,60,36,63,73,42,79,76,56,34,78,73
72,69,46,76,87,85,40,72,67,59,80,48,51,82,74,80,66,67,74,75,74,59,59,55,60,67,82,51,76,88,66,30,84,81,56,68,70,80,73,86,87,57,49,58,47,83,58,81,65,57,50,47,56,65,100
50,42,60,96,66,73,75,100,69,60,61,85,78,74,67,77,81,47,81,75,60,85,58,57,67,61,92,62,44,44,84,46,56,73,74,49,77,72,56,83,81,68,73,72,47,65,60,71,37,85,59,62,69,65,85
70,57,100,63,67,69,76,51,73,71,73,72,68,59,74,77,91,93,44,86,52,28,69,82,62,45,83,73,34,40,59,62,65,68,76,81,82,75,88,60,97,66,65,75,75,67,64,89,64,57,85,33,56,62,86
64,70,35,59,76,66,47,52,33,54,61,62,66,85,74,63,71,66,62,45,60,81,38,51,48,57,65,55,65,64,59,44,73,88,93,74,86,83,67,58,79,73,48,50,61,68,44,61,97,48,42,38,57,75,83
76,74,54,55,71,54,21,26,71,35,60,77,66,89,77,74,65,76,58,61,51,66,83,46,87,47,54,65,36,58,37,51,77,67,69,67,71,68,69,87,77,73,66,77,77,55,75,70,26,60,55,75,60,71,91
90,55,57,70,66,83,38,41,50,70,41,82,52,61,80,72,72,60,79,77,63,75,50,41,91,58,65,62,61,75,53,46,63,84,69,70,87,67,74,75,76,87,92,65,79,54,76,54,42,63,55,52,87,51,88
88,36,53,59,86,73,72,89,45,69,76,59,68,57,69,79,82,90,31,66,59,76,89,64,58,91,67,53,71,69,51,80,69,60,88,76,63,63,99,70,76,29,70,64,98,86,61,62,67,66,71,30,37,58,78
47,50,58,95,61,76,45,63,55,67,65,66,40,60,75,62,75,73,46,64,48,39,78,88,73,43,70,59,74,63,67,56,65,63,63,85,86,49,78,68,76,70,59,67,56,49,59,73,61,66,100,30,62,57,73
35,32,40,72,75,80,73,50,72,53,85,67,62,71,80,78,66,60,68,49,83,51,57,70,65,52,68,64,83,66,55,50,84,55,74,68,65,78,82,57,66,72,85,62,78,45,68,74,41,64,87,66,70,81,80
71,52,77,67,64,92,70,35,25,43,85,71,78,63,70,76,82,59,95,60,63,53,50,38,76,62,62,50,68,76,73,83,74,79,57,55,77,81,71,75,78,55,63,93,71,38,46,73,82,57,94,66,71,57,80
66,86,61,75,89,58,52,54,58,65,66,66,53,71,65,87,75,61,77,70,61,78,75,64,74,60,88,55,76,70,73,79,68,68,67,83,74,90,50,61,87,76,65,48,72,72,66,69,51,60,63,53,64,52,89
82,47,52,84,47,81,59,88,31,67,63,77,60,66,73,69,71,49,47,83,43,68,76,55,80,44,70,72,57,62,72,67,65,58,82,68,63,81,48,65,80,65,63,71,68,63,83,74,69,84,53,60,89,70,84
73,71,63,64,91,86,51,74,50,97,50,77,44,62,70,73,77,48,79,57,43,72,62,56,94,74,73,55,58,75,72,50,44,57,86,72,72,82,71,89,86,60,51,62,70,66,57,80,37,54,67,17,58,49,68
88,55,51,66,85,77,76,31,92,48,66,80,62,69,67,85,67,95,65,77,69,35,68,42,78,90,60,50,49,63,66,61,71,56,86,62,84,90,73,70,55,70,54,72,68,56,36,62,40,50,75,63,78,62,81
56,73,88,55,68,69,50,46,61,60,62,46,47,57,75,77,78,35,75,74,64,69,71,84,69,66,79,66,62,55,63,66,67,60,74,50,57,76,59,82,68,85,58,78,62,73,45,64,51,76,52,74,64,27,59
47,38,65,48,69,78,97,70,83,70,70,63,68,84,56,79,83,70,63,60,35,56,83,69,89,76,67,68,51,68,84,31,67,74,70,92,60,61,81,85,81,52,59,66,69,70,86,90,53,56,59,58,61,54,89
66,43,52,73,62,75,47,64,53,60,68,61,87,66,68,96,73,66,32,56,72,52,69,62,66,84,88,40,52,65,75,48,68,54,81,86,70,77,84,57,62,34,72,80,96,45,81,63,61,71,74,31,78,56,79
65,47,56,67,82,52,43,75,60,33,66,48,77,54,64,90,79,73,65,78,78,52,63,47,79,37,62,57,75,63,46,72,74,62,74,64,80,73,67,63,75,66,37,73,60,74,80,81,83,56,63,70,55,85,91
64,44,66,85,67,74,96,66,93,55,73,77,66,74,69,75,78,67,49,72,58,79,76,60,73,63,65,72,39,75,64,43,77,71,91,84,85,72,93,71,74,54,59,54,66,71,70,62,63,61,73,67,75,41,54
58,61,100,78,46,58,88,59,76,58,89,64,52,71,89,79,78,59,80,48,65,67,69,64,73,60,79,86,55,65,52,59,69,63,71,63,80,73,75,86,77,60,59,83,63,84,71,69,50,45,47,60,64,75,75
74,84,70,62,60,94,73,59,53,68,83,57,61,67,76,73,84,53,90,72,75,64,76,65,67,78,50,68,69,71,72,40,63,54,77,66,77,74,70,76,84,57,63,91,81,71,57,76,19,70,73,52,92,67,98
78,57,63,68,79,88,83,76,86,67,99,59,63,61,86,84,74,67,93,78,47,56,73,51,66,78,62,56,53,57,46,76,50,74,80,68,76,79,72,79,79,54,64,53,69,64,73,69,95,89,60,45,60,56,79
69,53,40,62,72,72,51,46,52,75,77,69,73,71,81,70,75,29,36,52,70,78,71,64,72,45,75,81,46,73,47,60,70,73,80,66,84,65,68,85,75,69,46,85,56,82,58,79,90,67,54,67,80,59,72
67,35,70,85,78,72,90,44,34,51,74,79,70,57,72,87,74,49,64,64,64,53,53,64,69,66,62,52,74,76,60,40,75,69,87,63,87,89,54,62,87,74,61,79,83,57,55,69,64,51,75,56,74,46,82
76,63,76,59,82,65,65,64,83,55,65,53,75,93,100,87,83,75,80,58,60,74,78,68,77,69,78,91,89,52,63,54,59,71,71,41,80,58,57,68,84,63,71,51,67,36,74,60,78,72,87,43,41,44,89
59,68,48,60,81,72,56,71,48,70,83,59,46,91,82,72,67,77,82,71,33,67,75,63,73,68,62,66,71,66,74,59,78,73,75,83,64,69,72,62,74,67,48,53,51,47,63,82,57,77,95,59,82,60,91
63,47,61,74,60,66,77,70,67,79,73,62,64,75,72,79,90,58,87,95,67,69,49,67,68,61,68,59,73,54,54,38,76,66,64,43,71,66,68,69,70,79,42,70,60,62,63,91,53,64,52,29,64,66,71
65,60,71,70,83,91,66,82,56,60,77,40,92,69,71,71,52,75,85,78,62,42,79,62,69,66,64,73,54,61,51,60,71,79,69,84,80,78,77,84,71,56,63,70,66,57,63,61,87,53,73,59,53,87,75
49,60,70,65,55,77,35,30,56,77,55,89,52,63,75,79,86,65,94,65,57,58,57,50,76,73,69,49,79,60,69,61,67,71,86,66,59,95,84,90,63,63,50,87,77,64,45,81,48,81,86,56,78,100,77
32,87,76,41,89,83,76,54,32,48,79,72,64,51,83,61,71,84,70,70,55,40,42,66,56,73,64,53,44,70,51,59,91,67,60,86,79,71,81,69,83,69,41,58,72,51,67,69,80,38,55,35,81,32,77
61,71,79,95,64,78,79,20,62,41,70,89,45,84,75,58,68,62,54,76,85,73,84,59,77,76,47,42,55,46,77,54,62,70,77,58,63,84,77,84,65,69,71,67,67,62,74,64,75,60,61,84,83,60,72
84,39,67,45,79,90,61,50,31,60,65,57,64,67,74,77,91,66,44,71,82,75,68,47,76,57,79,59,66,58,73,77,59,91,75,63,89,77,71,63,82,50,94,87,60,54,50,76,24,87,84,62,59,88,76
72,64,71,100,65,61,51,66,73,39,90,73,54,46,78,83,79,62,57,94,57,55,88,56,76,58,89,51,73,60,65,37,64,92,75,73,85,76,66,52,100,55,39,67,72,73,61,88,39,75,48,57,64,69,75
52,77,28,71,80,79,47,65,62,69,77,78,78,77,83,67,59,50,62,83,69,35,73,62,72,64,61,89,68,56,71,65,70,94,70,72,55,64,56,82,75,67,78,81,69,48,65,66,35,80,78,30,49,59,76
46,67,77,56,72,74,41,77,62,27,77,69,63,52,84,93,73,89,55,80,79,100,59,71,74,58,80,51,83,71,60,48,82,76,48,66,92,85,72,71,72,82,47,62,57,65,68,77,36,40,51,91,61,65,82
60,87,77,80,59,78,59,48,49,71,77,81,72,71,74,85,65,45,48,66,54,59,87,73,74,56,71,83,49,69,49,65,48,39,80,51,93,89,71,79,82,79,47,51,59,64,74,87,42,55,59,88,66,91,66
78,89,42,68,75,73,66,55,50,52,88,60,67,62,79,89,77,61,50,77,85,79,76,61,78,59,73,64,71,72,66,53,64,75,93,41,60,78,63,79,67,77,76,86,52,75,80,82,72,68,58,79,35,90,89
59,67,60,64,63,78,74,84,65,42,75,61,73,92,76,61,79,60,54,80,59,35,57,74,58,58,76,69,73,66,49,64,68,72,71,51,89,81,89,83,70,48,53,59,68,68,65,89,42,39,69,56,89,54,90
49,61,58,50,52,70,72,74,82,29,74,65,57,77,83,76,73,95,78,69,42,51,70,62,71,69,68,55,51,49,62,74,38,100,89,80,81,78,71,74,74,65,62,61,72,74,96,74,57,82,71,60,77,50,84
32,71,73,68,75,84,58,54,38,27,52,70,83,60,60,81,66,53,43,83,72,58,76,72,71,78,72,59,90,62,96,45,74,71,86,53,73,81,64,60,79,58,86,91,77,56,85,91,65,63,83,48,66,75,86
52,54,57,64,62,60,66,69,74,64,89,87,68,79,71,76,57,34,60,80,53,69,76,77,63,52,66,72,81,54,38,48,51,72,70,78,66,68,58,60,96,74,73,73,73,78,65,55,65,72,80,57,33,40,79
50,24,70,71,75,70,59,83,52,70,60,67,60,69,77,82,66,70,53,73,61,66,38,72,82,66,70,61,71,79,67,60,66,76,65,55,73,72,92,100,88,60,53,82,87,74,49,72,29,70,74,76,79,26,93
91,92,66,54,65,69,70,52,43,61,48,79,60,61,88,62,92,73,69,88,60,45,91,77,56,91,67,55,59,52,53,49,56,68,65,77,71,89,66,53,83,53,80,70,59,81,49,61,55,47,72,89,93,74,82
56,55,75,43,56,93,78,71,85,60,57,70,68,63,78,95,69,74,88,56,74,57,62,73,48,71,71,53,39,68,63,25,71,66,81,76,70,79,84,67,77,72,60,82,59,61,100,62,60,52,68,68,62,40,70
61,56,73,73,80,77,69,53,65,58,72,53,64,89,80,78,88,47,54,80,62,59,55,50,41,56,78,69,34,62,73,59,83,59,74,53,80,73,65,70,79,80,55,47,72,58,78,86,86,65,85,36,68,35,74
76,67,63,58,77,72,38,63,62,62,80,67,76,58,82,75,49,59,63,58,55,71,93,74,87,58,82,65,68,57,70,38,82,79,80,70,88,71,68,79,86,91,84,77,84,65,41,74,79,88,69,61,63,64,85
99,66,59,42,84,76,56,65,38,61,54,64,40,88,60,76,86,62,80,66,70,68,57,79,93,51,63,57,57,40,60,63,60,57,83,95,79,67,72,79,75,58,59,63,72,66,89,65,72,74,77,45,60,66,87
67,39,56,73,74,100,52,50,59,69,70,71,87,55,64,76,63,63,58,96,65,45,83,60,60,82,72,64,19,74,74,77,85,64,71,87,67,65,70,82,81,38,58,90,59,68,55,65,59,73,70,33,67,70,70
68,52,74,49,85,75,63,45,48,69,85,75,68,64,62,86,68,78,91,60,53,69,81,71,50,65,67,66,62,55,47,88,77,78,51,52,79,85,75,77,80,59,71,57,64,63,56,71,38,74,95,64,67,60,85
75,67,78,61,45,59,71,53,82,34,63,80,72,63,97,88,67,63,50,87,46,43,57,66,68,51,65,47,86,68,61,93,74,67,83,58,83,79,61,78,60,59,30,65,58,78,65,76,52,58,58,76,53,87,81
81,50,48,72,73,73,41,88,52,62,65,88,69,77,67,75,67,70,53,61,58,51,70,92,85,42,79,75,49,47,99,88,62,84,73,70,72,79,68,72,95,67,38,74,71,28,32,64,78,47,54,91,57,34,84
57,49,60,58,59,75,67,43,20,48,79,52,69,75,72,80,85,79,50,71,83,48,39,63,81,47,80,58,42,54,95,40,59,85,75,52,88,60,57,60,80,56,70,86,81,77,66,61,61,54,77,59,64,31,89
65,74,52,68,54,70,39,61,61,58,77,71,63,94,82,91,75,84,74,68,56,62,68,51,58,60,56,59,59,71,52,31,50,48,72,69,60,73,62,60,67,58,67,58,68,81,69,79,43,57,65,44,57,45,75
79,50,52,55,63,81,56,43,49,54,87,55,64,75,75,79,70,60,70,73,66,46,55,47,65,72,70,72,42,76,71,57,76,63,54,65,85,69,75,61,86,61,47,61,81,60,14,75,77,94,99,57,60,59,75
73,46,58,30,98,88,76,87,66,61,85,46,57,72,69,71,69,51,48,59,51,58,59,40,82,54,100,48,43,78,59,73,67,84,82,73,88,57,60,79,79,74,67,61,85,66,80,66,66,63,42,52,46,60,77
69,54,64,74,62,72,88,58,64,69,55,67,75,77,53,71,80,52,69,74,52,68,61,70,74,52,63,64,58,62,55,60,63,77,74,51,80,78,75,77,67,46,66,71,51,82,57,64,41,76,62,68,92,56,75
56,68,46,56,53,92,79,44,54,56,68,90,77,54,66,82,98,72,41,78,58,55,80,76,83,88,69,73,41,67,84,60,73,80,84,51,92,71,92,89,75,96,56,66,81,62,65,80,70,51,75,48,81,56,78
68,68,72,52,75,54,86,74,64,45,62,59,41,64,92,89,67,70,77,75,59,73,63,66,69,40,95,53,59,84,45,84,58,54,81,69,57,77,66,81,84,56,68,81,60,54,87,83,28,46,73,68,39,68,69
62,68,61,66,100,70,89,71,39,48,53,76,76,77,74,90,54,83,35,53,45,69,90,68,97,62,73,89,65,55,61,63,66,80,80,87,85,42,47,73,84,47,55,60,59,83,80,71,54,61,59,24,62,58,79
70,30,47,79,55,63,81,34,50,74,80,62,56,73,71,87,66,73,48,76,56,48,79,53,85,68,85,73,68,75,87,67,69,71,81,67,79,78,97,53,80,68,40,61,57,76,67,82,54,75,61,76,74,56,81
77,51,36,53,65,58,56,71,64,73,84,64,70,82,53,75,81,79,56,83,47,71,69,67,75,41,73,52,65,58,63,42,69,82,90,82,58,72,69,84,71,57,60,43,64,64,60,83,49,40,52,47,61,60,79
73,68,74,74,66,77,73,53,66,56,82,74,85,59,61,76,86,95,76,81,58,42,66,81,73,78,56,55,38,77,56,38,77,70,68,64,81,59,83,65,78,72,54,56,63,62,71,79,62,59,60,58,54,55,78
64,60,67,48,73,76,67,39,33,59,87,47,68,74,86,75,82,67,78,73,62,68,53,70,63,87,70,71,72,57,64,53,72,49,68,42,75,67,76,66,60,73,56,64,89,49,48,80,46,73,82,39,45,62,93
57,60,68,87,94,80,44,76,73,37,74,49,89,56,70,76,88,91,61,54,59,43,70,66,78,60,72,60,51,66,83,77,63,71,56,67,80,60,52,68,78,50,66,75,82,48,86,67,55,73,52,53,17,28,78
79,57,58,92,60,57,63,52,32,36,40,77,65,72,67,74,71,68,59,66,63,78,77,82,66,77,81,35,68,56,69,42,75,62,75,69,76,79,69,53,66,73,83,69,81,76,63,65,62,46,60,43,39,58,78
76,63,61,77,53,87,40,56,58,59,73,49,75,61,87,89,75,57,63,58,57,57,91,58,67,73,74,51,57,74,57,49,73,83,71,55,79,60,72,75,67,81,63,56,65,85,63,82,55,68,76,43,27,49,78
60,81,56,56,65,75,50,55,58,62,67,76,47,62,74,73,73,74,68,62,59,62,71,62,53,74,72,59,62,78,68,68,76,54,63,77,64,98,75,81,51,64,76,68,75,71,53,88,45,69,62,27,79,63,69
59,50,71,50,73,99,56,39,45,19,78,64,49,57,67,80,69,62,49,74,69,45,79,75,53,68,57,56,67,51,56,63,70,71,62,65,64,82,56,78,88,33,73,70,66,57,65,53,45,58,76,48,59,65,85
81,92,70,40,69,84,100,57,59,73,84,76,73,80,82,70,85,79,42,64,71,28,82,59,64,76,66,76,54,43,80,42,83,72,77,64,75,71,80,78,82,80,67,65,55,100,69,61,42,81,61,41,66,35,60
63,90,85,89,79,84,52,41,61,78,78,67,63,66,71,100,77,64,47,70,50,64,68,52,68,82,82,68,57,57,70,56,59,75,74,81,73,75,76,86,67,57,39,63,44,83,63,60,53,48,70,53,70,69,76
50,65,69,71,70,81,77,60,16,48,51,55,82,68,85,63,69,51,86,77,60,41,74,52,64,82,83,56,60,66,77,50,79,73,72,78,60,83,74,78,79,81,66,71,69,77,57,79,91,53,79,50,78,48,80
58,87,77,56,82,100,61,47,42,68,78,51,64,70,77,70,78,55,71,83,75,44,70,70,85,68,72,60,76,76,82,58,60,58,80,42,81,69,68,69,79,75,64,63,54,59,52,91,52,56,71,65,52,49,98
96,53,72,83,79,78,60,52,53,64,65,59,64,58,54,85,81,50,100,87,69,58,69,82,69,70,77,69,100,55,63,72,81,59,69,61,84,75,91,83,81,52,33,47,75,61,86,82,68,66,68,66,55,66,83
79,74,69,44,62,87,57,57,60,44,72,72,66,67,82,61,79,68,50,71,62,58,43,89,43,84,63,61,81,66,62,62,82,70,89,62,74,72,89,69,64,82,56,56,70,87,41,73,75,82,57,24,79,61,73
62,54,84,46,81,67,53,61,66,74,60,65,78,89,60,84,91,70,51,49,64,72,100,77,63,65,69,87,83,88,72,69,76,86,69,75,78,76,87,70,73,69,60,82,64,62,75,66,82,69,86,70,73,68,87
60,57,62,58,71,81,65,52,21,52,80,79,73,79,84,82,74,72,80,49,49,54,38,63,69,58,66,33,75,58,54,35,69,54,86,77,100,49,55,73,66,53,81,68,79,51,54,80,85,72,74,79,64,69,82
61,64,76,87,70,69,49,56,70,46,68,67,74,70,71,85,66,60,65,76,65,44,81,64,78,54,87,67,58,71,59,59,78,62,86,48,77,67,82,77,85,63,54,100,68,80,60,62,57,62,76,41,41,88,92
